debugZR6I6U:debug0WFJR2,initialized,0,,1580256410022
debugZR6I6U:debug0WFJR2,window_resize,0,"[1024, 767]",1580256410022
debugMAIB30:debugPZQ5H5,initialized,0,,1580256441822
debugMAIB30:debugPZQ5H5,window_resize,0,"[1024, 767]",1580256441822
debugELFABD:debugOKHYVQ,initialized,0,,1580409745417
debugELFABD:debugOKHYVQ,window_resize,0,"[1024, 767]",1580409745417
debugELFABD:debugOKHYVQ,focus,9726,off,1580409755143
debugELFABD:debugOKHYVQ,focus,3334,on,1580409758477
A1YHQGZN0TBSJT:34T446B1C4BP71G0ASMKONQ9CTZC0B,initialized,0,,1580425471196
A1YHQGZN0TBSJT:34T446B1C4BP71G0ASMKONQ9CTZC0B,window_resize,0,"[1024, 761]",1580425471196
A1YHQGZN0TBSJT:34T446B1C4BP71G0ASMKONQ9CTZC0B,focus,6240,off,1580425477436
A1YHQGZN0TBSJT:34T446B1C4BP71G0ASMKONQ9CTZC0B,focus,2562,on,1580425479998
A18B4N676PVF21:3HUTX6F6VYKXC0GHFKZP2BD5Y522OI,initialized,0,,1580426773716
A18B4N676PVF21:3HUTX6F6VYKXC0GHFKZP2BD5Y522OI,window_resize,0,"[1680, 938]",1580426773716
debugX7KRTO:debug9QPIXV,initialized,0,,1580494068813
debugX7KRTO:debug9QPIXV,window_resize,0,"[1024, 767]",1580494068813
debugX7KRTO:debug9QPIXV,focus,24185,off,1580494092998
debugX7KRTO:debug9QPIXV,focus,42452,on,1580494135450
debugX7KRTO:debug9QPIXV,window_resize,8749,"[1263, 839]",1580494144199
debugX7KRTO:debug9QPIXV,window_resize,747,"[1258, 843]",1580494144946
A2APG8MSLJ6G2K:3M81GAB8A4GULPTTDQNRFKSSWUXQBA,initialized,0,,1580496157705
A2APG8MSLJ6G2K:3M81GAB8A4GULPTTDQNRFKSSWUXQBA,window_resize,0,"[1024, 767]",1580496157705
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,initialized,0,,1580496527836
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,window_resize,0,"[1024, 767]",1580496527836
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,focus,23595,off,1580496551431
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,focus,14648,on,1580496566079
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,focus,1359,off,1580496567438
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,focus,3797,on,1580496571235
A2ZDEERVRN5AMC:39LOEL67OW2JCQPKC3RLBA9GEW083S,window_resize,98918,"[1920, 989]",1580496670153
